trade_date,instrument,name,industry,score,score_rank_pct,label_value,amount_log,rps_60d,ret_60d,ret_120d,price_percentile_252d,pe_rank_252d,pb_rank_252d,trend_smoothness_60d,industry_ret_20d,industry_ret_60d,industry_ret_120d,industry_breadth_20d,industry_breadth_60d,industry_volume_expansion,stock_minus_industry_ret_20d,stock_minus_industry_ret_60d,industry_top_stock_momentum,type
2024-06-12,002625.SZ,光启技术,航空,-0.2195,0.2286,1.2910,19.7631,0.9254,0.2260,0.3534,0.8591,0.0536,0.8433,0.1292,-0.0010,0.0008,0.0002,0.4875,0.4844,1.0525,-0.0121,0.1926,0.0510,high_score
2024-07-24,002625.SZ,光启技术,航空,-0.6448,0.1818,1.4814,19.9006,0.4943,-0.0907,0.4076,0.6865,0.0198,0.6825,-0.0852,0.0006,-0.0002,0.0014,0.4781,0.4740,0.9040,-0.0511,-0.0723,0.0551,high_score
2024-08-27,002625.SZ,光启技术,航空,-0.2243,0.1935,1.8538,18.9259,0.5069,-0.1290,0.0343,0.5675,0.0040,0.5516,-0.1416,-0.0058,-0.0014,-0.0002,0.3375,0.4375,1.7297,0.0087,-0.0406,0.0314,high_score
2024-09-09,002625.SZ,光启技术,航空,-0.7020,0.1739,1.2088,20.1845,0.7783,-0.0360,0.1985,0.7698,0.2262,0.7063,-0.0364,-0.0030,-0.0012,-0.0003,0.4469,0.4396,1.2883,0.1233,0.0437,0.0259,high_score
2020-12-01,002648.SZ,卫星化学,化工原料,-0.7712,0.2800,1.2302,19.5805,0.9381,0.3605,0.8352,0.9802,0.9921,0.9444,0.2873,0.0031,0.0012,0.0035,0.5071,0.4910,1.4698,0.1405,0.2830,0.1402,high_score
2020-12-04,002709.SZ,天赐材料,化工原料,0.9922,0.6552,2.0508,20.7412,0.9914,0.7507,1.5335,0.9683,0.9683,0.9683,0.3728,0.0013,0.0009,0.0033,0.4738,0.4833,1.5796,0.0266,0.6910,0.1333,missed
2021-01-19,002709.SZ,天赐材料,化工原料,0.6871,0.8000,1.2435,21.2254,0.9729,0.8114,1.7232,0.9524,0.9524,0.9524,0.3834,0.0023,0.0027,0.0022,0.5136,0.5068,1.0614,-0.0653,0.6309,0.1186,missed
2021-02-24,002709.SZ,天赐材料,化工原料,1.3939,0.8936,1.5545,20.8714,0.5574,0.0177,1.0561,0.8056,0.8056,0.8056,0.0086,0.0054,0.0027,0.0023,0.5091,0.4935,1.3858,-0.3084,-0.1051,0.1256,missed
2021-03-01,002709.SZ,天赐材料,化工原料,1.2083,0.8000,1.4960,21.0128,0.7319,0.1224,1.2203,0.8214,0.8214,0.8214,0.0573,0.0030,0.0032,0.0023,0.4841,0.5021,1.4131,-0.2770,-0.0354,0.1252,missed
2025-02-24,002709.SZ,天赐材料,化工原料,1.0239,0.7879,1.1247,20.9677,0.0565,-0.1693,0.4551,0.6508,0.6944,0.6548,-0.1438,0.0020,-0.0004,0.0026,0.4696,0.4507,0.9980,0.0448,-0.1402,0.0914,missed
2025-04-08,002709.SZ,天赐材料,化工原料,2.5641,0.9630,1.8208,20.1311,0.1957,-0.1106,-0.0890,0.2183,0.2262,0.1944,-0.0990,-0.0057,-0.0003,-0.0002,0.4109,0.4667,1.1071,-0.0945,-0.0789,0.0402,missed
2025-05-16,002709.SZ,天赐材料,化工原料,1.4525,0.8727,1.2143,18.9649,0.3651,-0.0673,-0.1981,0.4028,0.9821,0.3790,-0.0680,0.0013,-0.0003,-0.0005,0.5065,0.4797,0.9212,0.0150,-0.0405,0.0371,missed
2025-06-27,002709.SZ,天赐材料,化工原料,2.5527,0.9778,1.4621,20.2576,0.4040,-0.0479,-0.1141,0.5258,0.9782,0.5595,-0.0560,0.0010,-0.0004,-0.0000,0.4913,0.4761,0.9956,0.0345,-0.0169,0.0274,missed
2025-07-31,002709.SZ,天赐材料,化工原料,3.1036,0.9216,2.2247,20.4068,0.6136,0.0696,-0.0068,0.6389,0.9563,0.6508,0.0861,0.0018,0.0007,0.0005,0.4913,0.4717,1.5706,-0.0379,0.0353,0.0290,missed
2025-08-06,002709.SZ,天赐材料,化工原料,3.1294,0.9839,2.0811,20.3137,0.5671,0.0681,-0.0076,0.7083,0.9782,0.7282,0.0887,0.0028,0.0010,0.0004,0.5413,0.4891,1.5733,0.0058,0.0106,0.0287,missed
2020-12-01,002738.SZ,中矿资源,小金属,0.6448,0.6800,1.8169,19.2490,0.9554,0.4048,0.4572,0.9881,0.9405,0.9881,0.2962,0.0083,0.0029,0.0026,0.6062,0.4823,2.3464,-0.0513,0.2264,0.0613,missed
2021-02-26,002738.SZ,中矿资源,小金属,2.1780,0.9242,1.3556,19.5518,0.7801,0.1661,0.6408,0.8333,0.8651,0.8254,0.0741,-0.0006,0.0058,0.0046,0.4500,0.5188,1.6138,-0.2232,-0.1991,0.2906,missed
2021-03-31,002738.SZ,中矿资源,小金属,2.9309,0.9714,1.5043,18.6743,0.2507,-0.1003,0.3578,0.7500,0.7659,0.6944,-0.0468,-0.0067,0.0028,0.0044,0.4250,0.5031,1.1161,-0.0102,-0.2456,0.2871,missed
2021-04-07,002738.SZ,中矿资源,小金属,3.0325,0.9600,1.9058,18.7529,0.1013,-0.2429,0.1514,0.7321,0.7500,0.6548,-0.1222,0.0010,0.0010,0.0041,0.4906,0.4885,0.9929,-0.0691,-0.2767,0.2716,missed
2021-05-13,002738.SZ,中矿资源,小金属,0.8752,0.7419,1.0247,19.8915,0.8095,0.1702,0.5460,0.9405,0.7897,0.9206,0.0954,0.0069,0.0026,0.0044,0.5469,0.5115,0.8517,0.3252,0.0395,0.1494,missed
2021-06-22,002738.SZ,中矿资源,小金属,1.9638,0.9412,1.3654,19.6985,0.9749,0.8753,0.5624,0.9762,0.9762,0.9762,0.4997,0.0026,0.0037,0.0030,0.5188,0.5323,1.1091,0.0620,0.6475,0.0924,missed
2021-07-01,002738.SZ,中矿资源,小金属,0.6135,0.4727,1.1423,19.9473,0.9805,0.9018,0.6245,0.9881,0.9881,0.9881,0.4859,0.0015,0.0038,0.0030,0.4844,0.5260,0.9826,0.0744,0.6620,0.0965,high_score
2021-09-27,002738.SZ,中矿资源,小金属,2.0058,0.8750,1.1325,21.0505,0.8395,0.3062,1.4841,0.8532,0.8532,0.8413,0.1128,-0.0050,0.0066,0.0052,0.4781,0.5542,1.2356,0.0308,-0.1251,0.2876,missed
2021-12-30,002738.SZ,中矿资源,小金属,3.1905,0.8421,1.0800,20.4916,0.8216,0.1775,0.2856,0.9365,0.9365,0.8690,0.0998,-0.0042,0.0011,0.0029,0.4062,0.4813,1.0803,0.0901,0.1251,0.0649,missed
2022-01-28,002738.SZ,中矿资源,小金属,3.2143,0.9200,1.2520,20.4585,0.7679,0.0336,0.1224,0.6468,0.6548,0.5833,0.0161,-0.0056,-0.0007,0.0001,0.4250,0.4490,0.7791,-0.0095,0.0971,0.0501,missed
2025-04-08,002738.SZ,中矿资源,小金属,1.1659,0.5926,1.8471,19.9226,0.0916,-0.1706,-0.1662,0.1905,0.2698,0.2302,-0.2105,-0.0065,-0.0002,-0.0005,0.3625,0.4708,1.4956,-0.0892,-0.1520,0.0149,missed
2025-05-15,002738.SZ,中矿资源,小金属,0.5466,0.6429,1.8283,19.6351,0.1217,-0.1617,-0.2641,0.3889,0.9921,0.2778,-0.2186,0.0023,0.0002,-0.0010,0.5188,0.4792,0.7433,-0.0293,-0.1645,0.0231,missed
2025-06-20,002738.SZ,中矿资源,小金属,0.7543,0.7000,1.3772,19.8847,0.2710,-0.1287,-0.1980,0.3373,0.8770,0.2024,-0.1681,0.0007,-0.0002,0.0000,0.4531,0.4771,1.1840,-0.0529,-0.1090,0.0310,missed
2025-07-14,002738.SZ,中矿资源,小金属,0.6881,0.6333,1.4878,20.5779,0.7591,0.1391,-0.0558,0.5635,0.9921,0.5397,0.1661,0.0041,0.0028,0.0015,0.5312,0.5167,1.2211,0.0300,-0.0339,0.0354,missed
2025-08-04,002738.SZ,中矿资源,小金属,0.1952,0.4559,1.4602,20.2632,0.8645,0.2130,-0.0146,0.7143,0.9683,0.6151,0.1947,0.0083,0.0040,0.0019,0.5625,0.5208,1.7928,-0.0823,-0.0528,0.0649,high_score
2020-12-14,002756.SZ,永兴材料,小金属,1.7994,0.8947,2.2906,19.3459,0.9885,0.8389,0.8347,0.9921,0.9921,0.9921,0.5973,0.0023,0.0035,0.0025,0.4813,0.4927,3.1424,0.3191,0.6048,0.0717,missed
2021-01-29,002756.SZ,永兴材料,小金属,0.7608,0.6854,1.0708,20.7662,0.9972,1.4152,1.4372,0.9048,0.9167,0.9048,0.5060,0.0065,0.0076,0.0034,0.5375,0.5542,1.8014,-0.2532,0.8296,0.2373,missed
2021-02-25,002756.SZ,永兴材料,小金属,0.9493,0.7551,2.2620,20.1391,0.9418,0.4593,1.2927,0.8333,0.8333,0.8294,0.1533,0.0026,0.0063,0.0046,0.4813,0.5229,1.6437,-0.4132,0.0430,0.2894,missed
2021-03-02,002756.SZ,永兴材料,小金属,1.6742,0.8571,2.2549,19.6744,0.9305,0.3972,1.2475,0.8214,0.8254,0.8214,0.1275,0.0001,0.0064,0.0046,0.4562,0.5271,1.5452,-0.2833,-0.0141,0.2944,missed
2021-04-13,002756.SZ,永兴材料,小金属,1.4325,0.9286,2.2250,19.5003,0.1096,-0.2463,1.3873,0.7897,0.8095,0.7778,-0.0937,-0.0036,-0.0000,0.0038,0.4594,0.4792,0.8432,0.1481,-0.2172,0.2508,missed
2021-06-30,002756.SZ,永兴材料,小金属,-1.0707,0.1190,1.0113,19.8157,0.8312,0.2789,0.3254,0.8730,0.9087,0.8929,0.1337,0.0017,0.0041,0.0034,0.4906,0.5333,0.9982,-0.0255,0.0188,0.0961,high_score
2025-06-16,002756.SZ,永兴材料,小金属,3.0835,0.9062,1.3219,18.6820,0.2284,-0.1486,-0.3223,0.0556,0.8373,0.0675,-0.2130,0.0014,-0.0003,-0.0002,0.4813,0.4740,1.1512,-0.0496,-0.1238,0.0311,missed
2025-07-01,002756.SZ,永兴材料,小金属,2.5011,1.0000,1.5738,19.3095,0.3199,-0.0633,-0.2023,0.1984,0.9087,0.2103,-0.0900,0.0037,0.0010,0.0007,0.5344,0.5094,1.1984,-0.0422,-0.1155,0.0308,missed
2024-11-08,002773.SZ,康弘药业,化学制药,2.0256,0.9091,1.1603,19.2994,0.0327,-0.0410,-0.1624,0.6310,0.2778,0.4464,-0.0366,0.0019,0.0027,0.0006,0.5025,0.4808,2.2311,-0.0469,-0.1908,0.0409,missed
2021-02-23,002837.SZ,英维克,专用机械,1.4063,0.8776,1.2662,17.4617,0.4773,-0.0193,-0.2501,0.1190,0.1190,0.1190,-0.0147,-0.0029,0.0007,0.0013,0.4611,0.4852,1.3727,-0.0601,-0.0726,0.1245,missed
2021-03-16,002837.SZ,英维克,专用机械,1.7030,0.9655,1.5077,17.1140,0.4025,-0.0448,-0.1991,0.0595,0.0595,0.0595,-0.0330,-0.0029,-0.0005,0.0007,0.4722,0.4852,0.7886,0.0161,-0.0010,0.1176,missed
2021-04-26,002837.SZ,英维克,专用机械,1.9720,0.8261,1.0511,17.6827,0.4510,-0.0625,-0.0342,0.2262,0.2262,0.1627,-0.0639,0.0034,-0.0005,0.0014,0.5083,0.4852,0.8645,0.0317,-0.0129,0.0679,missed
2024-01-31,002837.SZ,英维克,专用机械,1.7270,0.9016,1.3090,19.4354,0.1407,-0.2952,-0.3657,0.0040,0.0040,0.0040,-0.2804,-0.0087,-0.0030,-0.0024,0.3500,0.4105,1.1065,-0.1303,-0.1238,0.0163,missed
2024-02-05,002837.SZ,英维克,专用机械,2.1361,0.9851,1.5836,19.4217,0.1660,-0.3297,-0.4069,0.0040,0.0040,0.0040,-0.2880,-0.0086,-0.0038,-0.0027,0.3737,0.4079,1.1005,-0.1253,-0.1242,0.0163,missed
2024-06-21,002837.SZ,英维克,专用机械,0.4567,0.5500,1.0127,19.1692,0.0405,-0.3106,-0.1138,0.0357,0.0556,0.3571,-0.2284,-0.0040,-0.0017,0.0001,0.4342,0.4561,0.9314,-0.2169,-0.2020,0.0777,missed
2024-11-22,002837.SZ,英维克,专用机械,-0.8220,0.1250,1.3759,21.1739,0.9434,0.7856,0.5353,0.9960,0.9960,0.9960,0.4456,0.0016,0.0063,0.0016,0.4711,0.5061,2.3257,0.1483,0.3722,0.0878,high_score
2024-12-02,002837.SZ,英维克,专用机械,-0.8701,0.1957,1.5706,20.5893,0.9145,0.7368,0.5361,0.9762,0.9762,0.9762,0.3792,0.0025,0.0067,0.0017,0.4737,0.5061,1.5617,0.0938,0.2913,0.1094,high_score
2025-01-02,002837.SZ,英维克,专用机械,-2.1210,0.0130,1.7375,21.3000,0.9736,0.4509,0.8914,0.9841,0.9841,0.9841,0.2594,-0.0010,0.0013,0.0028,0.4421,0.4623,1.1272,0.0678,0.3652,0.1876,high_score
2025-03-27,002837.SZ,英维克,专用机械,-1.3571,0.0455,1.9958,20.5647,0.7827,0.0766,0.8144,0.8214,0.8214,0.8214,0.0396,-0.0005,0.0012,0.0039,0.4526,0.4789,1.4214,-0.1386,0.0212,0.1066,high_score
2025-04-16,002837.SZ,英维克,专用机械,0.9031,0.4348,3.1281,20.2176,0.0853,-0.1388,0.1066,0.5357,0.5714,0.5516,-0.0709,-0.0065,0.0004,0.0007,0.4342,0.4895,1.1390,-0.2033,-0.1364,0.0789,high_score
2025-05-30,002837.SZ,英维克,专用机械,1.9850,0.9231,3.4724,19.7528,0.0013,-0.4426,-0.3390,0.3294,0.3532,0.4881,-0.2628,0.0002,-0.0011,0.0003,0.4684,0.4746,0.8706,-0.2162,-0.3726,0.0431,missed
2025-06-10,002837.SZ,英维克,专用机械,2.7920,0.9643,2.6262,20.3113,0.0038,-0.4420,-0.2530,0.3929,0.4921,0.6389,-0.2614,-0.0036,-0.0021,-0.0003,0.4211,0.4632,0.8987,-0.1523,-0.3135,0.0392,missed
2025-07-16,002837.SZ,英维克,专用机械,0.2456,0.5610,2.2185,21.2417,0.3413,0.0068,-0.1808,0.5238,0.5556,0.8770,0.0040,0.0036,0.0017,0.0006,0.4842,0.4939,1.4480,0.0226,-0.0917,0.0435,missed
2021-01-28,002850.SZ,科达利,电气设备,2.7796,1.0000,1.4005,18.9901,0.3722,-0.0388,0.0380,0.6190,0.6230,0.1151,-0.0262,0.0036,0.0038,0.0027,0.5060,0.5119,1.6868,-0.3230,-0.3002,0.1295,missed
2021-02-26,002850.SZ,科达利,电气设备,2.7791,0.9545,1.4293,18.5636,0.5787,0.0230,0.0165,0.4881,0.5675,0.0992,0.0147,-0.0053,0.0022,0.0023,0.4311,0.4912,1.1844,-0.0007,-0.1093,0.1441,missed
2021-03-01,002850.SZ,科达利,电气设备,2.6291,0.9789,1.3953,18.4766,0.5745,0.0332,-0.0140,0.5159,0.5913,0.1111,0.0211,-0.0037,0.0027,0.0024,0.4581,0.5003,1.1481,0.0264,-0.1380,0.1447,missed
2021-04-30,002850.SZ,科达利,电气设备,1.6033,0.8296,1.1028,18.3930,0.6345,0.0325,-0.0076,0.6627,0.9762,0.1825,0.0243,0.0017,-0.0007,0.0015,0.4851,0.4837,0.8111,0.1010,0.0759,0.0799,missed
2025-01-06,002850.SZ,科达利,电气设备,1.8263,0.9118,1.1906,19.4433,0.5540,-0.0106,0.2084,0.6111,0.3968,0.4960,-0.0079,-0.0044,0.0003,0.0019,0.3926,0.4670,0.6995,-0.0561,-0.0236,0.1287,missed
2024-01-26,002851.SZ,麦格米特,电气设备,3.1104,0.8800,1.2269,18.1070,0.1863,-0.1706,-0.3696,0.0060,0.0060,0.0060,-0.1768,-0.0036,-0.0010,-0.0019,0.4096,0.4372,1.2087,-0.0680,-0.1097,0.0220,missed
2024-02-06,002851.SZ,麦格米特,电气设备,3.1141,1.0000,1.2522,18.6981,0.2560,-0.2307,-0.3356,0.0357,0.0357,0.0357,-0.2124,-0.0043,-0.0028,-0.0022,0.4043,0.4046,1.2725,-0.0222,-0.0727,0.0231,missed
2024-04-26,002851.SZ,麦格米特,电气设备,3.1306,1.0000,2.4056,18.6203,0.1939,-0.0122,-0.2687,0.0635,0.0635,0.0635,-0.0098,0.0015,0.0017,0.0001,0.4851,0.4798,1.2526,-0.1473,-0.1105,0.0534,missed
2024-05-06,002851.SZ,麦格米特,电气设备,2.7356,1.0000,2.0627,19.0151,0.4461,0.0747,-0.1086,0.1190,0.0079,0.0397,0.0610,0.0010,0.0024,0.0007,0.4511,0.4890,1.2412,-0.1093,-0.0681,0.0568,missed
2024-06-26,002851.SZ,麦格米特,电气设备,0.8765,0.7241,1.2256,19.1236,0.6536,0.0301,0.1333,0.4167,0.0437,0.2579,0.0181,-0.0043,-0.0009,0.0003,0.4074,0.4365,1.0723,-0.0815,0.0887,0.0811,missed
2024-07-15,002851.SZ,麦格米特,电气设备,1.4269,0.7917,1.1128,18.8370,0.8777,0.1551,0.0238,0.2837,0.0357,0.1548,0.0890,-0.0054,-0.0011,-0.0003,0.3723,0.4277,0.9004,-0.0505,0.2241,0.0779,missed
2024-09-13,002851.SZ,麦格米特,电气设备,1.6248,0.8800,1.1197,18.1464,0.4383,-0.1370,-0.1221,0.2063,0.0556,0.1270,-0.1001,-0.0002,-0.0015,-0.0012,0.4394,0.4255,0.8678,-0.0294,-0.0428,0.0281,missed
2025-05-26,002851.SZ,麦格米特,电气设备,3.1070,0.8590,1.6656,20.0343,0.0703,-0.2407,0.0730,0.5516,0.8730,0.4484,-0.1196,0.0003,-0.0015,-0.0007,0.4628,0.4706,0.8086,-0.0786,-0.1372,0.0425,missed
2025-06-16,002851.SZ,麦格米特,电气设备,3.0835,0.9062,1.4290,21.2890,0.0376,-0.2855,0.1662,0.7024,0.9841,0.5437,-0.1613,-0.0011,-0.0020,-0.0009,0.4436,0.4624,0.9590,0.0570,-0.1625,0.0245,missed
2025-07-10,002851.SZ,麦格米特,电气设备,2.8079,0.8824,1.0469,20.7865,0.2685,-0.0228,-0.2840,0.6944,0.9841,0.5536,-0.0159,0.0024,0.0013,0.0002,0.5085,0.4901,1.1941,0.0260,-0.0989,0.0209,missed
2025-08-01,002851.SZ,麦格米特,电气设备,1.5361,0.9245,1.0261,21.5733,0.8971,0.2383,0.0277,0.8333,1.0000,0.7302,0.1808,0.0024,0.0009,-0.0000,0.4755,0.4727,1.6573,0.1447,0.1899,0.0332,missed
2024-02-08,002916.SZ,深南电路,元器件,0.9269,0.7705,1.0855,19.3322,0.1077,-0.2650,-0.2411,0.0357,0.0357,0.0357,-0.2828,-0.0043,-0.0035,-0.0009,0.3889,0.3986,1.0510,-0.0478,-0.0631,0.0370,missed
2024-11-28,002916.SZ,深南电路,元器件,-0.2831,0.2500,1.1671,19.5246,0.0390,-0.0635,0.0438,0.6230,0.6230,0.5119,-0.0389,-0.0010,0.0057,0.0025,0.4511,0.5065,1.8579,-0.0411,-0.4175,0.1334,high_score
2024-12-05,002916.SZ,深南电路,元器件,-0.3026,0.2571,1.6795,19.3757,0.0742,0.0126,0.0302,0.6151,0.6151,0.5040,0.0078,-0.0004,0.0055,0.0028,0.4576,0.4993,1.5427,-0.0685,-0.3378,0.1407,high_score
2025-01-02,002916.SZ,深南电路,元器件,-0.6160,0.1299,1.2421,20.7015,0.7613,0.0445,0.1551,0.9484,0.9484,0.9246,0.0323,0.0002,0.0018,0.0029,0.4880,0.4891,0.8771,0.2394,-0.0436,0.1714,high_score
2025-02-07,002916.SZ,深南电路,元器件,-0.7575,0.1429,1.3489,20.9066,0.9045,0.1683,0.1805,0.9048,0.9048,0.8770,0.1191,0.0066,0.0021,0.0043,0.5304,0.4906,1.0887,-0.1214,0.0527,0.1546,high_score
2025-03-04,002916.SZ,深南电路,元器件,-0.3755,0.2692,1.1640,21.5378,0.9171,0.2625,0.2041,0.8611,0.8611,0.8333,0.1553,0.0041,0.0029,0.0044,0.5435,0.5047,1.2991,-0.1262,0.0859,0.1355,high_score
2025-04-25,002916.SZ,深南电路,元器件,0.4940,0.2800,1.7845,20.8882,0.0540,-0.2179,0.0294,0.5675,0.0357,0.3095,-0.1302,-0.0050,-0.0009,0.0007,0.4674,0.4815,0.7895,-0.0340,-0.1458,0.0987,high_score
2025-05-29,002916.SZ,深南电路,元器件,1.6989,0.8293,2.4122,20.5248,0.0038,-0.3504,-0.1488,0.0040,0.0794,0.4365,-0.2416,0.0013,-0.0014,0.0008,0.4663,0.4638,0.9085,-0.2420,-0.2534,0.0704,missed
2025-06-05,002916.SZ,深南电路,元器件,3.0176,0.9667,1.8987,20.9983,0.0238,-0.3025,-0.0675,0.0833,0.1667,0.6627,-0.2167,0.0009,-0.0014,0.0008,0.4630,0.4572,0.9018,-0.2180,-0.2052,0.0638,missed
2025-08-13,002916.SZ,深南电路,元器件,0.8288,0.5510,1.1844,21.7565,0.9210,0.3827,0.0395,0.9960,0.9841,1.0000,0.2158,0.0064,0.0042,0.0014,0.5120,0.5011,1.3912,0.1117,0.0782,0.0945,missed
2021-09-22,002920.SZ,德赛西威,汽车配件,2.6621,1.0000,1.0107,19.2715,0.1001,-0.2516,-0.0389,0.2857,0.0119,0.1389,-0.1632,-0.0014,0.0006,0.0018,0.4175,0.4550,0.9842,-0.1219,-0.3368,0.1754,missed
2025-05-14,002938.SZ,鹏鼎控股,元器件,1.3085,0.8361,1.1724,20.2015,0.0088,-0.2627,-0.1323,0.1706,0.1071,0.0952,-0.1849,0.0038,-0.0006,0.0004,0.4989,0.4772,0.8341,-0.0734,-0.2004,0.0900,missed
2022-05-25,003021.SZ,兆威机电,元器件,2.7620,0.9200,1.1633,17.3807,0.0093,-0.4646,-0.5921,0.0595,0.1746,0.0595,-0.2964,0.0022,-0.0043,-0.0029,0.5296,0.4103,0.9899,0.0143,-0.2202,-0.0117,missed
2024-04-16,003021.SZ,兆威机电,元器件,3.3976,0.9839,1.3445,18.9043,0.0127,-0.3520,-0.2678,0.0079,0.0040,0.0079,-0.1692,-0.0056,-0.0003,-0.0005,0.3727,0.4542,1.3922,-0.1531,-0.3082,0.0251,missed
2024-05-07,003021.SZ,兆威机电,元器件,2.4542,0.9770,1.0633,19.1762,0.4677,0.0970,-0.1397,0.1786,0.0992,0.1508,0.0463,0.0020,0.0035,0.0002,0.4957,0.5082,0.9549,0.0093,-0.1041,0.0381,missed
2024-06-25,003021.SZ,兆威机电,元器件,1.4538,0.8837,1.9970,19.1231,0.0480,-0.3018,-0.4556,0.0040,0.0873,0.1786,-0.1537,-0.0002,0.0001,0.0001,0.4728,0.4771,1.0855,-0.0527,-0.3123,0.0766,missed
2024-07-29,003021.SZ,兆威机电,元器件,2.6992,0.9722,2.0489,17.9752,0.0391,-0.3461,-0.3823,0.0119,0.0397,0.0794,-0.2107,-0.0012,0.0001,0.0012,0.4120,0.4638,1.3479,-0.0916,-0.3629,0.1016,missed
2024-08-22,003021.SZ,兆威机电,元器件,2.9024,1.0000,1.7175,18.5380,0.4237,-0.1519,-0.3511,0.0040,0.0159,0.0437,-0.1168,-0.0010,-0.0000,0.0008,0.4750,0.4641,0.9342,0.0056,-0.1480,0.0895,missed
2024-09-06,003021.SZ,兆威机电,元器件,3.1387,0.9028,1.8662,18.1336,0.0441,-0.3181,-0.4785,0.0040,0.0040,0.0040,-0.2617,0.0005,-0.0008,-0.0001,0.4685,0.4460,0.9763,-0.1829,-0.3022,0.0918,missed
2024-10-31,003021.SZ,兆威机电,元器件,1.9278,0.9294,1.4841,19.2010,0.3854,0.1386,-0.2840,0.3056,0.4246,0.4444,0.0880,0.0151,0.0053,0.0025,0.5696,0.5069,2.4708,-0.1404,-0.2214,0.0921,missed
2024-11-01,003021.SZ,兆威机电,元器件,1.4428,0.7969,1.5846,19.0988,0.1310,-0.0080,-0.3035,0.2321,0.3155,0.3214,-0.0053,0.0104,0.0041,0.0022,0.5250,0.4924,2.5583,-0.1408,-0.2673,0.0933,missed
2020-12-08,003022.SZ,联泓新科,化工原料,3.0102,1.0000,3.0969,16.7467,,,,,,,,0.0005,0.0014,0.0035,0.4560,0.4908,1.6254,,,0.1296,missed
2021-01-27,003022.SZ,联泓新科,化工原料,0.7695,0.6465,1.6980,20.3082,,,,,,,,0.0067,0.0031,0.0018,0.5318,0.5021,1.1789,0.6117,,0.1243,missed
2021-02-02,003022.SZ,联泓新科,化工原料,0.8404,0.7561,1.3196,20.0068,,,,,,,,0.0043,0.0025,0.0016,0.4977,0.4887,1.2745,0.5106,,0.1261,missed
2021-01-12,003031.SZ,中瓷电子,元器件,3.1437,0.9138,1.2283,16.6384,,,,,,,,0.0041,0.0016,0.0013,0.5263,0.4986,1.2073,,,0.0638,missed
2021-02-18,003031.SZ,中瓷电子,元器件,1.0613,0.8154,1.2120,19.2294,,,,,,,,-0.0029,0.0006,0.0002,0.4667,0.4887,1.9243,0.1859,,0.0722,missed
2021-05-17,003031.SZ,中瓷电子,元器件,0.9292,0.6094,1.3114,18.0164,0.7045,0.0838,,0.7241,0.2644,0.6092,0.0450,-0.0020,-0.0008,-0.0004,0.4380,0.4665,1.0555,0.0213,0.1287,0.0591,missed
2021-11-02,003031.SZ,中瓷电子,元器件,3.1747,0.9298,1.0091,18.4164,0.8112,0.1865,0.1654,0.9000,0.9450,0.9350,0.1195,0.0032,0.0003,0.0009,0.5162,0.4746,0.7563,0.1343,0.1761,0.0728,missed
2025-08-04,003031.SZ,中瓷电子,元器件,0.8305,0.6618,1.4371,19.2168,0.7641,0.1297,0.0868,0.8948,0.7222,0.8333,0.1659,0.0050,0.0031,0.0011,0.4913,0.4844,1.4862,-0.0409,-0.0826,0.0799,missed
2021-01-26,003035.SZ,南网能源,新型电力,0.5808,0.5111,1.5287,16.4802,,,,,,,,0.0054,0.0054,0.0019,0.4965,0.4863,2.8740,,,0.1099,missed
2022-06-29,300002.SZ,神州泰岳,互联网,0.3635,0.6087,1.0584,18.8320,0.1793,-0.0923,-0.2904,0.1587,0.1508,0.1587,-0.0839,0.0032,0.0001,-0.0015,0.5889,0.5333,1.1313,-0.0258,-0.0783,-0.0001,missed
2022-07-27,300002.SZ,神州泰岳,互联网,0.9559,0.6604,1.9717,18.3309,0.6561,0.2045,-0.2727,0.2619,0.2381,0.2540,0.2263,-0.0006,0.0025,-0.0009,0.4389,0.5463,1.0953,0.0406,0.0498,0.0252,missed
2022-08-04,300002.SZ,神州泰岳,互联网,1.1616,0.6154,2.2297,18.4066,0.6468,0.1029,-0.2654,0.2460,0.2302,0.2421,0.1144,-0.0012,0.0008,-0.0013,0.4889,0.5296,0.9256,0.0898,0.0641,0.0289,missed
2022-09-21,300002.SZ,神州泰岳,互联网,1.7233,0.9118,2.5199,18.1761,0.6671,-0.0429,-0.1355,0.1627,0.1548,0.0992,-0.0442,-0.0039,-0.0012,-0.0006,0.4222,0.4500,1.3452,-0.0132,0.0252,0.0495,missed
2022-10-13,300002.SZ,神州泰岳,互联网,1.6921,0.7750,2.1380,18.3472,0.7428,-0.0077,-0.1037,0.1171,0.1131,0.0694,-0.0076,-0.0053,-0.0015,-0.0006,0.3833,0.4500,1.0164,0.0116,0.0814,0.0488,missed
2022-11-04,300002.SZ,神州泰岳,互联网,1.9976,0.9796,1.2948,19.0397,0.8351,0.0981,0.2111,0.5754,0.5317,0.4524,0.1032,0.0031,-0.0003,0.0002,0.5556,0.4667,0.7176,0.1793,0.1286,0.0368,missed
2022-12-30,300002.SZ,神州泰岳,互联网,1.4510,0.8305,1.3000,18.2026,0.8362,0.1730,0.1043,0.5119,0.4821,0.3254,0.1892,-0.0008,0.0024,0.0003,0.3944,0.5093,1.7241,-0.0269,0.0248,0.0297,missed
