feature_name,canonical_name,source_layer,group_name,idea_family,alias_of,supports_snapshot,description,tags,action,notes
alpha158_sump60,alpha158_sump60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_sump60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vma10,alpha158_vma10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vma10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vma20,alpha158_vma20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vma20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vma30,alpha158_vma30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vma30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vma5,alpha158_vma5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vma5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vma60,alpha158_vma60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vma60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vstd10,alpha158_vstd10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vstd10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vstd20,alpha158_vstd20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vstd20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vstd30,alpha158_vstd30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vstd30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vstd5,alpha158_vstd5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vstd5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vstd60,alpha158_vstd60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vstd60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumd10,alpha158_vsumd10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumd10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumd20,alpha158_vsumd20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumd20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumd30,alpha158_vsumd30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumd30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumd5,alpha158_vsumd5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumd5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumd60,alpha158_vsumd60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumd60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumn10,alpha158_vsumn10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumn10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumn20,alpha158_vsumn20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumn20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumn30,alpha158_vsumn30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumn30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumn5,alpha158_vsumn5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumn5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsumn60,alpha158_vsumn60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsumn60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsump10,alpha158_vsump10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsump10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsump20,alpha158_vsump20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsump20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsump30,alpha158_vsump30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsump30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsump5,alpha158_vsump5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsump5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vsump60,alpha158_vsump60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vsump60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_vwap0,alpha158_vwap0,raw,qlib_native,,,True,Native market or fundamental field: alpha158_vwap0,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_wvma10,alpha158_wvma10,raw,qlib_native,,,True,Native market or fundamental field: alpha158_wvma10,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_wvma20,alpha158_wvma20,raw,qlib_native,,,True,Native market or fundamental field: alpha158_wvma20,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_wvma30,alpha158_wvma30,raw,qlib_native,,,True,Native market or fundamental field: alpha158_wvma30,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_wvma5,alpha158_wvma5,raw,qlib_native,,,True,Native market or fundamental field: alpha158_wvma5,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
alpha158_wvma60,alpha158_wvma60,raw,qlib_native,,,True,Native market or fundamental field: alpha158_wvma60,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
amount_raw,amount_raw,raw,qlib_native,,,True,Native market or fundamental field: amount_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
big_inflow_raw,big_inflow_raw,raw,qlib_native,,,True,Native market or fundamental field: big_inflow_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
circ_mv_raw,circ_mv_raw,raw,qlib_native,,,True,Native market or fundamental field: circ_mv_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
close_raw,close_raw,raw,qlib_native,,,True,Native market or fundamental field: close_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
current_ratio_raw,current_ratio_raw,raw,qlib_native,,,True,Native market or fundamental field: current_ratio_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
debt_to_assets_raw,debt_to_assets_raw,raw,qlib_native,,,True,Native market or fundamental field: debt_to_assets_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
equity_raw,equity_raw,raw,qlib_native,,,True,Native market or fundamental field: equity_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
factor_raw,factor_raw,raw,qlib_native,,,True,Native market or fundamental field: factor_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
grossprofit_margin_raw,grossprofit_margin_raw,raw,qlib_native,,,True,Native market or fundamental field: grossprofit_margin_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
high_limit_raw,high_limit_raw,raw,qlib_native,,,True,Native market or fundamental field: high_limit_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
high_raw,high_raw,raw,qlib_native,,,True,Native market or fundamental field: high_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
l1_institution_exalter,l1_institution_exalter,raw,qlib_native,,,True,Adapter field available through qlib layer: l1_institution_exalter,"adapter_field,research_ui",investigate,
low_limit_raw,low_limit_raw,raw,qlib_native,,,True,Native market or fundamental field: low_limit_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
low_raw,low_raw,raw,qlib_native,,,True,Native market or fundamental field: low_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
net_income_raw,net_income_raw,raw,qlib_native,,,True,Native market or fundamental field: net_income_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
net_inflow_raw,net_inflow_raw,raw,qlib_native,,,True,Native market or fundamental field: net_inflow_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
op_cashflow_raw,op_cashflow_raw,raw,qlib_native,,,True,Native market or fundamental field: op_cashflow_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
open_raw,open_raw,raw,qlib_native,,,True,Native market or fundamental field: open_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
paused_raw,paused_raw,raw,qlib_native,,,True,Native market or fundamental field: paused_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
pb_raw_native,pb_raw_native,raw,qlib_native,,,True,Native market or fundamental field: pb_raw_native,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
pe_raw,pe_raw,raw,qlib_native,,,True,Native market or fundamental field: pe_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
revenue_raw,revenue_raw,raw,qlib_native,,,True,Native market or fundamental field: revenue_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
roe_raw,roe_raw,raw,qlib_native,,,True,Native market or fundamental field: roe_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
total_assets_raw,total_assets_raw,raw,qlib_native,,,True,Native market or fundamental field: total_assets_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
total_mv_raw,total_mv_raw,raw,qlib_native,,,True,Native market or fundamental field: total_mv_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
turnover_rate_raw,turnover_rate_raw,raw,qlib_native,,,True,Native market or fundamental field: turnover_rate_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
volume_raw,volume_raw,raw,qlib_native,,,True,Native market or fundamental field: volume_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
vwap_raw,vwap_raw,raw,qlib_native,,,True,Native market or fundamental field: vwap_raw,"selection:qlib_lgbm_semantic_all_features,research_ui",investigate,
growth_vs_value_proxy,growth_vs_value_proxy,semantic_derived,regime,,,True,regime feature: growth_vs_value_proxy,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
index_volatility_10,index_volatility_10,semantic_derived,regime,,,True,regime feature: index_volatility_10,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
index_volatility_20,index_volatility_20,semantic_derived,regime,,,True,regime feature: index_volatility_20,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
index_volatility_5,index_volatility_5,semantic_derived,regime,,,True,regime feature: index_volatility_5,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
limit_up_breadth,limit_up_breadth,semantic_derived,regime,,,True,regime feature: limit_up_breadth,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
market_breadth,market_breadth,semantic_derived,regime,,,True,regime feature: market_breadth,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
market_trend_strength,market_trend_strength,semantic_derived,regime,,,True,regime feature: market_trend_strength,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
small_vs_large_strength,small_vs_large_strength,semantic_derived,regime,,,True,regime feature: small_vs_large_strength,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,regime,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
amount_mean_3d,amount_mean_3d,semantic_derived,relative_strength,,,True,relative_strength feature: amount_mean_3d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
amount_mean_3d_rank,amount_mean_3d_rank,semantic_derived,relative_strength,,,True,relative_strength feature: amount_mean_3d_rank,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
amount_mean_5d,amount_mean_5d,semantic_derived,relative_strength,,,True,relative_strength feature: amount_mean_5d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
amount_mean_5d_rank,amount_mean_5d_rank,semantic_derived,relative_strength,,,True,relative_strength feature: amount_mean_5d_rank,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
ret_1d,ret_1d,semantic_derived,relative_strength,,,True,relative_strength feature: ret_1d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
ret_1d_rank,ret_1d_rank,semantic_derived,relative_strength,,,True,relative_strength feature: ret_1d_rank,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
ret_3d,ret_3d,semantic_derived,relative_strength,,,True,relative_strength feature: ret_3d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
ret_3d_rank,ret_3d_rank,semantic_derived,relative_strength,,,True,relative_strength feature: ret_3d_rank,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
ret_5d,ret_5d,semantic_derived,relative_strength,,,True,relative_strength feature: ret_5d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
ret_5d_rank,ret_5d_rank,semantic_derived,relative_strength,,,True,relative_strength feature: ret_5d_rank,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
stock_minus_index_ret_3d,stock_minus_index_ret_3d,semantic_derived,relative_strength,,,True,relative_strength feature: stock_minus_index_ret_3d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
stock_minus_index_ret_5d,stock_minus_index_ret_5d,semantic_derived,relative_strength,,,True,relative_strength feature: stock_minus_index_ret_5d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
vol_mean_3d,vol_mean_3d,semantic_derived,relative_strength,,,True,relative_strength feature: vol_mean_3d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
vol_mean_3d_rank,vol_mean_3d_rank,semantic_derived,relative_strength,,,True,relative_strength feature: vol_mean_3d_rank,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
vol_mean_5d,vol_mean_5d,semantic_derived,relative_strength,,,True,relative_strength feature: vol_mean_5d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
vol_mean_5d_rank,vol_mean_5d_rank,semantic_derived,relative_strength,,,True,relative_strength feature: vol_mean_5d_rank,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,relative_strength,research_ui,selection:qlib_lgbm_semantic_all_features,semantic",investigate,
distance_to_limit_down,distance_to_limit_down,semantic_derived,tradability,,,True,tradability feature: distance_to_limit_down,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui,selection:qlib_lgbm_semantic_all_features,semantic,tradability",investigate,
distance_to_limit_up,distance_to_limit_up,semantic_derived,tradability,,,True,tradability feature: distance_to_limit_up,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui,selection:qlib_lgbm_semantic_all_features,semantic,tradability",investigate,
high_limit,high_limit,raw,tradability,,,True,Native market or fundamental field: high_limit,"adapter_field,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
is_limit_down,is_limit_down,semantic_derived,tradability,,,True,tradability feature: is_limit_down,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui,selection:qlib_lgbm_semantic_all_features,semantic,tradability",investigate,
is_limit_up,is_limit_up,semantic_derived,tradability,,,True,tradability feature: is_limit_up,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui,selection:qlib_lgbm_semantic_all_features,semantic,tradability",investigate,
limit_up_count_5d,limit_up_count_5d,semantic_derived,tradability,,,True,tradability feature: limit_up_count_5d,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui,selection:qlib_lgbm_semantic_all_features,semantic,tradability",investigate,
low_limit,low_limit,raw,tradability,,,True,Native market or fundamental field: low_limit,"adapter_field,feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui",investigate,
opened_from_limit_up,opened_from_limit_up,semantic_derived,tradability,,,True,tradability feature: opened_from_limit_up,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui,selection:qlib_lgbm_semantic_all_features,semantic,tradability",investigate,
paused,paused,raw,tradability,,,True,Adapter field available through qlib layer: paused,"adapter_field,research_ui",investigate,
tradability_score,tradability_score,semantic_derived,tradability,,,True,tradability feature: tradability_score,"feature_set:semantic_all_features,model:qlib_lgbm_semantic_all_features,research_ui,selection:qlib_lgbm_semantic_all_features,semantic,tradability",investigate,
